,WAP013,WAP014,WAP023,WAP024,WAP027,WAP028,WAP029,WAP030,WAP031,WAP032,WAP033,WAP034,WAP035,WAP036,WAP039,WAP040,WAP041,WAP042,WAP043,WAP047,WAP048,WAP051,WAP052,WAP057,WAP058,WAP061,WAP062,WAP069,WAP070,WAP074,WAP077,WAP078,WAP081,WAP084,WAP085,WAP087,WAP098,WAP099,WAP132,WAP142,WAP143,WAP155,WAP156,WAP160,WAP161,WAP162,WAP224,WAP225,WAP248,WAP253,WAP268,WAP294,WAP303,WAP323,WAP360,WAP452,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
699,-87,-85,-66,-66,100,100,-50,-50,100,100,100,100,100,100,100,100,-82,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-96,-89,-90,100,100,100,100,-86,100,-85,100,100,100,100,100,100,-7637.071555312629,4864908.672381738,2,0,0,0,0,21,1380873582
716,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-73,-75,-70,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7383.328817266838,4864844.772494095,1,2,0,0,0,20,1380873719
719,100,100,100,100,-87,-91,100,100,100,100,100,100,-82,-84,100,100,100,100,100,100,100,-89,-88,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-90,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,-7557.681318827979,4864917.692009126,1,1,0,0,0,20,1380873742
725,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,100,-83,100,-67,-66,100,100,-89,100,-51,-51,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7339.088376952875,4864826.346050559,1,2,0,0,0,20,1380873773
732,100,100,100,100,-87,100,-90,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7555.557679144395,4864902.017683444,2,1,0,0,0,20,1380873864
746,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-96,100,-63,-62,100,-91,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7404.542141982065,4864808.428043223,1,2,0,0,0,13,1380873945
749,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-59,-88,-84,-83,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7405.1945348285635,4864801.234610325,1,2,0,0,0,13,1380873964
750,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-81,-54,-54,-70,-74,-74,100,-84,100,-72,100,-82,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,100,-70,100,-7385.400800000876,4864779.729299997,1,2,0,0,0,20,1380873965
752,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,-50,-76,-81,-83,100,100,100,-75,-96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7399.231623873044,4864790.888572936,1,2,0,0,0,13,1380874015
758,100,100,100,100,-74,-74,100,100,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,-84,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,-7592.149517155675,4864978.768912584,1,0,0,0,0,0,1380874052
760,100,100,100,100,-75,-74,100,-90,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7591.876343050036,4864978.330542333,1,0,0,0,0,0,1380874059
770,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,-81,-81,100,-78,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7466.934550177129,4864820.444186017,2,1,0,0,0,20,1380874089
774,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-82,-77,-79,-81,-68,-73,100,-88,-87,100,100,100,-43,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,-81,100,-7381.649541666421,4864847.586608339,2,2,0,0,0,20,1380874106
776,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-96,100,-53,-52,-67,100,-89,100,100,-94,-83,100,100,-95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7394.519672667868,4864787.699223584,1,2,0,0,0,13,1380874131
781,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,-68,-65,100,100,-89,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7383.6993921659305,4864782.216458041,1,2,0,0,0,13,1380874156
782,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,-77,-80,100,-80,-79,100,-76,-74,-82,-83,100,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,100,-72,100,-7320.66059014783,4864824.086004752,2,2,0,0,0,20,1380874172
783,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,-81,-81,-84,-94,-90,100,-93,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-82,100,-7374.366807154717,4864773.533222044,1,2,0,0,0,13,1380874183
785,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,-81,-81,100,-78,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7435.346001970688,4864862.1359177185,3,1,0,0,0,20,1380874196
787,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-73,-75,-78,100,-77,-73,100,-80,-75,-79,-80,-78,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,-64,100,-7338.451890542135,4864826.982418618,2,2,0,0,0,20,1380874209
789,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,-83,-82,-69,-89,-89,100,100,100,-82,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,-7364.492817573538,4864770.035741476,1,2,0,0,0,13,1380874214
798,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-88,100,-83,-53,100,-91,100,100,100,-87,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,-7352.424523455641,4864764.223638061,1,2,0,0,0,13,1380874257
805,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-79,100,-84,-77,-76,-79,100,-85,-85,-79,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,-84,100,-7319.549444900602,4864815.510500702,3,2,0,0,0,20,1380874288
808,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-74,-79,-79,-53,100,-96,100,100,100,-94,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7340.519103401064,4864758.32082255,1,2,0,0,0,13,1380874303
813,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-82,100,-87,-46,100,-95,100,100,-97,100,-82,-85,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7337.118525250426,4864763.754455136,1,2,0,0,0,13,1380874331
814,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,-90,-88,100,100,-84,-85,-86,100,100,-78,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,-84,100,-7358.269885001644,4864836.364927267,3,2,0,0,0,20,1380874342
815,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-77,100,-85,-47,-87,-88,100,100,100,-81,-86,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7339.547341287987,4864762.211597687,1,2,0,0,0,13,1380874354
817,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-88,-89,-90,-88,100,100,-76,-77,-85,100,100,-56,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,-7374.254087498877,4864844.566875001,3,2,0,0,0,20,1380874370
824,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-74,100,-87,100,100,100,100,100,100,-85,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7384.384599998592,4864842.656999998,1,2,0,0,0,15,1380874424
825,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-80,-81,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-7381.959920241307,4864844.979400463,1,2,0,0,0,9,1380874424
832,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,-80,-81,100,100,100,100,100,100,100,-83,-84,-86,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,-88,100,-7375.086537200927,4864855.11192198,1,2,0,0,0,9,1380874442
834,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-93,100,100,100,100,100,100,100,100,-93,-80,-79,-63,100,100,100,100,100,100,100,100,100,-93,100,100,100,-88,100,-91,100,-7374.504199998963,4864844.705618183,1,2,0,0,0,9,1380874451
837,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,-92,100,100,100,-93,-81,-81,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-89,100,-7367.749533335057,4864840.958066665,1,2,0,0,0,9,1380874461
840,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,-92,100,-92,100,100,100,100,-83,-81,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-91,100,-7366.634500000626,4864840.339500006,1,2,0,0,0,9,1380874468
841,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-70,-72,100,-66,-66,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,100,-61,100,-7399.784893956021,4864787.08464092,3,2,0,0,0,20,1380874473
842,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-44,-45,100,100,-65,-77,-79,100,100,100,-90,100,100,-97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,100,-7341.347340481623,4864759.151926889,2,2,0,0,0,13,1380874473
843,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,-92,-78,-80,100,100,100,100,-77,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-87,100,-7360.6561600014575,4864837.0226000035,1,2,0,0,0,9,1380874475
845,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,-86,100,-79,-80,100,-84,100,100,-71,-71,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,-78,100,-7360.695033334817,4864837.044166668,1,2,0,0,0,9,1380874481
847,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-86,100,-91,-83,-79,-74,100,-84,100,100,-76,-84,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,-79,100,-7353.771757142353,4864833.203228571,1,2,0,0,0,9,1380874488
848,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-56,100,100,-70,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-97,100,100,100,-7342.709089564521,4864755.791713022,2,2,0,0,0,13,1380874494
852,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-76,-87,-88,100,-80,-76,100,100,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-82,100,-7351.046286474268,4864833.2908134805,1,2,0,0,0,9,1380874512
854,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-53,-54,100,100,-71,100,-87,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,-7343.206695387632,4864756.723880472,2,2,0,0,0,13,1380874515
857,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-63,100,-91,-88,-80,100,100,100,-93,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-85,100,-7357.3415663736705,4864767.2139202,2,2,0,0,0,13,1380874538
858,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,-87,-88,100,-87,-76,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-85,100,-7345.591416272658,4864830.51192838,1,2,0,0,0,9,1380874540
862,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-73,-67,-61,100,-85,-85,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,100,-73,100,-7389.454517136691,4864835.603616529,1,2,0,0,0,12,1380874553
863,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,100,-90,100,100,100,100,100,100,-90,-73,-76,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-85,100,-7346.297875611987,4864827.836752444,1,2,0,0,0,15,1380874556
864,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-90,-88,100,100,-87,100,100,100,100,100,-77,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-7338.488833333055,4864824.724366668,1,2,0,0,0,9,1380874556
865,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-66,100,100,-80,-83,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-7356.4778156069,4864765.5286484165,2,2,0,0,0,13,1380874557
868,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-88,100,100,-86,100,100,-92,100,100,-69,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-81,100,-7338.488833333055,4864824.724366666,1,2,0,0,0,9,1380874568
869,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-79,-70,-70,100,100,-85,100,100,100,100,100,-82,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,100,-76,100,-7384.384599998592,4864842.657,1,2,0,0,0,12,1380874569
870,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-85,100,100,100,-88,-82,100,-93,-92,100,-61,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7331.179000001402,4864820.668799996,1,2,0,0,0,9,1380874579
871,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-85,-83,100,100,-84,-88,100,-91,-91,100,-60,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7331.179000001402,4864820.668799996,1,2,0,0,0,9,1380874586
872,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-70,-82,100,-85,100,100,100,100,100,-76,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,-7374.285158536455,4864845.823862934,1,2,0,0,0,12,1380874587
873,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-71,100,-95,-88,-86,-85,100,100,-96,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,-7359.3490393103675,4864766.600113623,2,2,0,0,0,13,1380874591
874,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-79,-81,100,-73,-76,100,100,100,-90,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-85,100,-7324.374750176221,4864816.750532196,1,2,0,0,0,15,1380874596
875,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,-81,-88,100,-90,-88,100,-65,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7325.68829934929,4864817.8589715315,1,2,0,0,0,9,1380874603
880,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-82,100,-76,100,100,100,100,100,-67,-73,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,100,-58,100,-7358.516829515868,4864836.806719598,1,2,0,0,0,12,1380874614
882,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,-95,-81,-81,100,-89,-90,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,100,-63,100,-7375.877500001341,4864774.102899998,2,2,0,0,0,13,1380874627
883,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-89,100,100,100,100,100,100,100,100,-89,-72,100,100,100,100,100,100,100,100,100,-95,100,100,100,100,100,100,100,-7377.023840085312,4864852.3275417965,1,2,0,0,0,21,1380874629
884,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-89,100,-85,100,100,-91,-91,100,-46,-47,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7315.080544204484,4864813.372102502,1,2,0,0,0,9,1380874632
885,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-85,-82,100,-82,100,100,100,100,100,-61,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,-58,100,-7345.565795183947,4864829.773018293,1,2,0,0,0,12,1380874634
887,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-81,100,100,100,-90,100,-60,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7310.4241694986185,4864807.913906318,1,2,0,0,0,15,1380874638
888,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-81,100,100,100,-80,-79,100,-91,-91,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,100,-67,100,-7375.877500001341,4864774.102899998,2,2,0,0,0,13,1380874639
889,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,-86,-86,100,-91,-91,100,-48,-44,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7309.219399999826,4864812.245399997,1,2,0,0,0,9,1380874652
890,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-55,100,-85,-76,100,-85,100,100,100,100,-55,-52,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,100,-70,100,-7329.7303613974045,4864820.944150406,1,2,0,0,0,12,1380874656
891,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-84,-72,-72,-87,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7390.581250262172,4864826.2794995615,1,2,0,0,0,20,1380874659
893,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-82,100,100,100,-72,-73,100,-93,-92,-90,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,-80,100,-7385.198520906876,4864781.108505749,2,2,0,0,0,13,1380874669
894,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-81,100,100,100,-90,100,-50,-50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7309.219399999826,4864812.245399997,1,2,0,0,0,15,1380874675
896,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,-83,-83,-53,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7345.22848197137,4864829.624558458,4,2,0,0,0,20,1380874684
897,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-76,-86,-87,-91,-72,-72,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,-72,100,-7384.964072566054,4864781.577261417,2,2,0,0,0,13,1380874690
899,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-96,-83,-81,-81,-95,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7391.0119285705905,4864836.714271427,1,2,0,0,0,21,1380874700
901,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-55,-85,-85,-70,100,-70,100,100,100,100,-46,-46,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7311.438734866148,4864809.670203243,1,2,0,0,0,12,1380874712
903,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-78,-74,-75,-95,-54,-55,100,-82,-80,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,-7393.85430226658,4864787.521582887,2,2,0,0,0,13,1380874725
904,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-70,-73,-67,100,100,100,100,-82,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7315.698916212307,4864802.61094401,1,2,0,0,0,12,1380874726
906,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-96,100,-75,-75,-95,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7401.584287877059,4864790.950960725,0,2,0,0,0,21,1380874727
908,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,-87,-85,-92,-74,-75,100,-88,-88,-84,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-7394.415547616139,4864819.7892668685,2,2,0,0,0,20,1380874735
911,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-85,-76,-58,-73,-73,100,100,100,-82,-64,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,-7317.5504987287195,4864794.97420173,1,2,0,0,0,12,1380874742
912,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-81,100,100,-71,-75,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,100,-77,100,-7321.582096425758,4864795.514023415,4,2,0,0,0,20,1380874752
913,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-65,-65,100,-42,-42,100,100,100,-81,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7408.192551686271,4864796.193542308,2,2,0,0,0,13,1380874752
917,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,-87,-85,-92,-75,-73,100,-88,100,-84,100,100,-41,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7382.117425664686,4864846.097878256,2,2,0,0,0,20,1380874765
918,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,-89,-89,-92,100,-94,100,100,100,-89,-93,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7370.308062256579,4864774.240341372,0,2,0,0,0,21,1380874768
919,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-67,-68,100,-53,-53,100,-88,-89,-77,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7408.720099650108,4864795.065330307,2,2,0,0,0,13,1380874771
923,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,100,-85,-85,-73,-73,100,-82,-82,-82,-79,-79,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,-85,100,100,100,-7313.549886666487,4864799.514073331,2,2,0,0,0,12,1380874783
924,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-79,-77,100,100,100,100,-54,-54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7312.024867863103,4864806.473713075,1,2,0,0,0,15,1380874785
927,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,-90,-82,-80,100,-67,-67,100,100,100,-80,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,-7404.384356845472,4864808.045127799,2,2,0,0,0,13,1380874798
928,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-85,-83,100,100,100,100,-52,-55,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,-7312.349133914621,4864805.773275722,1,2,0,0,0,9,1380874799
929,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-79,100,100,-85,-70,-76,100,-82,-82,-82,-64,-58,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-7313.080254957027,4864807.353950442,2,2,0,0,0,12,1380874801
930,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,100,100,100,-83,-82,100,100,100,-82,100,-88,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7367.665604089931,4864841.809720322,2,2,0,0,0,20,1380874810
